contig,feature,start,end,strand,gene_id,biotype
contig008,start_codon,115127,115129,+,JX73_00915,protein_coding
contig008,stop_codon,116270,116272,+,JX73_00915,protein_coding
contig008,gene,116274,117548,+,JX73_00920,protein_coding
contig008,transcript,116274,117548,+,JX73_00920,protein_coding
contig008,exon,116274,117548,+,JX73_00920,protein_coding
contig008,CDS,116274,117545,+,JX73_00920,protein_coding
contig008,start_codon,116274,116276,+,JX73_00920,protein_coding
contig008,stop_codon,117546,117548,+,JX73_00920,protein_coding
contig008,gene,117550,118716,+,JX73_00925,protein_coding
contig008,transcript,117550,118716,+,JX73_00925,protein_coding
contig008,exon,117550,118716,+,JX73_00925,protein_coding
contig008,CDS,117550,118713,+,JX73_00925,protein_coding
contig008,start_codon,117550,117552,+,JX73_00925,protein_coding
contig008,stop_codon,118714,118716,+,JX73_00925,protein_coding
contig008,gene,118709,121237,+,JX73_00930,protein_coding
contig008,transcript,118709,121237,+,JX73_00930,protein_coding
contig008,exon,118709,121237,+,JX73_00930,protein_coding
contig008,CDS,118709,121234,+,JX73_00930,protein_coding
contig008,start_codon,118709,118711,+,JX73_00930,protein_coding
contig008,stop_codon,121235,121237,+,JX73_00930,protein_coding
contig008,gene,121307,122029,-,JX73_00935,protein_coding
contig008,transcript,121307,122029,-,JX73_00935,protein_coding
contig008,exon,121307,122029,-,JX73_00935,protein_coding
contig008,CDS,121310,122029,-,JX73_00935,protein_coding
contig008,start_codon,122027,122029,-,JX73_00935,protein_coding
contig008,stop_codon,121307,121309,-,JX73_00935,protein_coding
contig008,gene,122137,122475,+,JX73_00940,protein_coding
contig008,transcript,122137,122475,+,JX73_00940,protein_coding
contig008,exon,122137,122475,+,JX73_00940,protein_coding
contig008,CDS,122137,122472,+,JX73_00940,protein_coding
contig008,start_codon,122137,122139,+,JX73_00940,protein_coding
contig008,stop_codon,122473,122475,+,JX73_00940,protein_coding
contig008,gene,122475,123620,+,JX73_00945,protein_coding
contig008,transcript,122475,123620,+,JX73_00945,protein_coding
contig008,exon,122475,123620,+,JX73_00945,protein_coding
contig008,CDS,122475,123617,+,JX73_00945,protein_coding
contig008,start_codon,122475,122477,+,JX73_00945,protein_coding
contig008,stop_codon,123618,123620,+,JX73_00945,protein_coding
contig008,gene,123620,124225,+,JX73_00950,protein_coding
contig008,transcript,123620,124225,+,JX73_00950,protein_coding
contig008,exon,123620,124225,+,JX73_00950,protein_coding
contig008,CDS,123620,124222,+,JX73_00950,protein_coding
contig008,start_codon,123620,123622,+,JX73_00950,protein_coding
contig008,stop_codon,124223,124225,+,JX73_00950,protein_coding
contig008,gene,124234,124458,+,JX73_00955,protein_coding
contig008,transcript,124234,124458,+,JX73_00955,protein_coding
contig008,exon,124234,124458,+,JX73_00955,protein_coding
contig008,CDS,124234,124455,+,JX73_00955,protein_coding
contig008,start_codon,124234,124236,+,JX73_00955,protein_coding
contig008,stop_codon,124456,124458,+,JX73_00955,protein_coding
contig008,gene,124491,124566,+,JX73_00960,tRNA
contig008,transcript,124491,124566,+,JX73_00960,tRNA
contig008,exon,124491,124566,+,JX73_00960,tRNA
contig008,gene,124672,124746,-,JX73_00965,tRNA
contig008,transcript,124672,124746,-,JX73_00965,tRNA
contig008,exon,124672,124746,-,JX73_00965,tRNA
contig008,gene,124856,125935,+,JX73_00970,protein_coding
contig008,transcript,124856,125935,+,JX73_00970,protein_coding
contig008,exon,124856,125935,+,JX73_00970,protein_coding
contig008,CDS,124856,125932,+,JX73_00970,protein_coding
contig008,start_codon,124856,124858,+,JX73_00970,protein_coding
contig008,stop_codon,125933,125935,+,JX73_00970,protein_coding
contig008,gene,125935,126642,+,JX73_00975,protein_coding
contig008,transcript,125935,126642,+,JX73_00975,protein_coding
contig008,exon,125935,126642,+,JX73_00975,protein_coding
contig008,CDS,125935,126639,+,JX73_00975,protein_coding
contig008,start_codon,125935,125937,+,JX73_00975,protein_coding
contig008,stop_codon,126640,126642,+,JX73_00975,protein_coding
contig008,gene,126677,127810,+,JX73_00980,protein_coding
contig008,transcript,126677,127810,+,JX73_00980,protein_coding
contig008,exon,126677,127810,+,JX73_00980,protein_coding
contig008,CDS,126677,127807,+,JX73_00980,protein_coding
contig008,start_codon,126677,126679,+,JX73_00980,protein_coding
contig008,stop_codon,127808,127810,+,JX73_00980,protein_coding
contig008,gene,127978,129816,+,JX73_00985,protein_coding
contig008,transcript,127978,129816,+,JX73_00985,protein_coding
contig008,exon,127978,129816,+,JX73_00985,protein_coding
contig008,CDS,127978,129813,+,JX73_00985,protein_coding
contig008,start_codon,127978,127980,+,JX73_00985,protein_coding
contig008,stop_codon,129814,129816,+,JX73_00985,protein_coding
contig008,gene,134150,136918,-,JX73_00995,protein_coding
contig008,transcript,134150,136918,-,JX73_00995,protein_coding
contig008,exon,134150,136918,-,JX73_00995,protein_coding
contig008,CDS,134153,136918,-,JX73_00995,protein_coding
contig008,start_codon,136916,136918,-,JX73_00995,protein_coding
contig008,stop_codon,134150,134152,-,JX73_00995,protein_coding
contig008,gene,137200,138231,+,JX73_01000,protein_coding
contig008,transcript,137200,138231,+,JX73_01000,protein_coding
contig008,exon,137200,138231,+,JX73_01000,protein_coding
contig008,CDS,137200,138228,+,JX73_01000,protein_coding
contig008,start_codon,137200,137202,+,JX73_01000,protein_coding
contig008,stop_codon,138229,138231,+,JX73_01000,protein_coding
contig008,gene,138233,138562,+,JX73_01005,protein_coding
contig008,transcript,138233,138562,+,JX73_01005,protein_coding
contig008,exon,138233,138562,+,JX73_01005,protein_coding
contig008,CDS,138233,138559,+,JX73_01005,protein_coding
contig008,start_codon,138233,138235,+,JX73_01005,protein_coding
contig008,stop_codon,138560,138562,+,JX73_01005,protein_coding
contig008,gene,138633,139316,+,JX73_01010,protein_coding
contig008,transcript,138633,139316,+,JX73_01010,protein_coding
contig008,exon,138633,139316,+,JX73_01010,protein_coding
contig008,CDS,138633,139313,+,JX73_01010,protein_coding
contig008,start_codon,138633,138635,+,JX73_01010,protein_coding
contig008,stop_codon,139314,139316,+,JX73_01010,protein_coding
contig008,gene,139303,140628,+,JX73_01015,protein_coding
contig008,transcript,139303,140628,+,JX73_01015,protein_coding
contig008,exon,139303,140628,+,JX73_01015,protein_coding
contig008,CDS,139303,140625,+,JX73_01015,protein_coding
contig008,start_codon,139303,139305,+,JX73_01015,protein_coding
contig008,stop_codon,140626,140628,+,JX73_01015,protein_coding
contig008,gene,140631,141614,+,JX73_01020,protein_coding
contig008,transcript,140631,141614,+,JX73_01020,protein_coding
contig008,exon,140631,141614,+,JX73_01020,protein_coding
contig008,CDS,140631,141611,+,JX73_01020,protein_coding
contig008,start_codon,140631,140633,+,JX73_01020,protein_coding
contig008,stop_codon,141612,141614,+,JX73_01020,protein_coding
contig008,gene,141629,141910,+,JX73_01025,protein_coding
contig008,transcript,141629,141910,+,JX73_01025,protein_coding
contig008,exon,141629,141910,+,JX73_01025,protein_coding
contig008,CDS,141629,141907,+,JX73_01025,protein_coding
contig008,start_codon,141629,141631,+,JX73_01025,protein_coding
contig008,stop_codon,141908,141910,+,JX73_01025,protein_coding
contig008,gene,141934,142437,-,JX73_01030,protein_coding
contig008,transcript,141934,142437,-,JX73_01030,protein_coding
contig008,exon,141934,142437,-,JX73_01030,protein_coding
contig008,CDS,141937,142437,-,JX73_01030,protein_coding
contig008,start_codon,142435,142437,-,JX73_01030,protein_coding
contig008,stop_codon,141934,141936,-,JX73_01030,protein_coding
contig008,gene,142474,144573,-,JX73_01035,protein_coding
contig008,transcript,142474,144573,-,JX73_01035,protein_coding
contig008,exon,142474,144573,-,JX73_01035,protein_coding
contig008,CDS,142477,144573,-,JX73_01035,protein_coding
contig008,start_codon,144571,144573,-,JX73_01035,protein_coding
contig008,stop_codon,142474,142476,-,JX73_01035,protein_coding
contig008,gene,144560,145408,-,JX73_01040,protein_coding
contig008,transcript,144560,145408,-,JX73_01040,protein_coding
contig008,exon,144560,145408,-,JX73_01040,protein_coding
contig008,CDS,144563,145408,-,JX73_01040,protein_coding
contig008,start_codon,145406,145408,-,JX73_01040,protein_coding
contig008,stop_codon,144560,144562,-,JX73_01040,protein_coding
contig008,gene,145643,146440,+,JX73_01045,protein_coding
contig008,transcript,145643,146440,+,JX73_01045,protein_coding
contig008,exon,145643,146440,+,JX73_01045,protein_coding
contig008,CDS,145643,146437,+,JX73_01045,protein_coding
contig008,start_codon,145643,145645,+,JX73_01045,protein_coding
contig008,stop_codon,146438,146440,+,JX73_01045,protein_coding
contig008,gene,146463,147428,+,JX73_01050,protein_coding
contig008,transcript,146463,147428,+,JX73_01050,protein_coding
contig008,exon,146463,147428,+,JX73_01050,protein_coding
contig008,CDS,146463,147425,+,JX73_01050,protein_coding
contig008,start_codon,146463,146465,+,JX73_01050,protein_coding
contig008,stop_codon,147426,147428,+,JX73_01050,protein_coding
contig008,gene,147412,148602,+,JX73_01055,protein_coding
contig008,transcript,147412,148602,+,JX73_01055,protein_coding
contig008,exon,147412,148602,+,JX73_01055,protein_coding
contig008,CDS,147412,148599,+,JX73_01055,protein_coding
contig008,start_codon,147412,147414,+,JX73_01055,protein_coding
contig008,stop_codon,148600,148602,+,JX73_01055,protein_coding
contig008,gene,148699,149862,+,JX73_01060,protein_coding
contig008,transcript,148699,149862,+,JX73_01060,protein_coding
contig008,exon,148699,149862,+,JX73_01060,protein_coding
contig008,CDS,148699,149859,+,JX73_01060,protein_coding
contig008,start_codon,148699,148701,+,JX73_01060,protein_coding
contig008,stop_codon,149860,149862,+,JX73_01060,protein_coding
contig008,gene,149914,151710,-,JX73_01065,protein_coding
contig008,transcript,149914,151710,-,JX73_01065,protein_coding
contig008,exon,149914,151710,-,JX73_01065,protein_coding
contig008,CDS,149917,151710,-,JX73_01065,protein_coding
contig008,start_codon,151708,151710,-,JX73_01065,protein_coding
contig008,stop_codon,149914,149916,-,JX73_01065,protein_coding
contig008,gene,151700,152011,-,JX73_01070,protein_coding
contig008,transcript,151700,152011,-,JX73_01070,protein_coding
contig008,exon,151700,152011,-,JX73_01070,protein_coding
contig008,CDS,151703,152011,-,JX73_01070,protein_coding
contig008,start_codon,152009,152011,-,JX73_01070,protein_coding
contig008,stop_codon,151700,151702,-,JX73_01070,protein_coding
contig008,gene,152015,152572,-,JX73_01075,protein_coding
contig008,transcript,152015,152572,-,JX73_01075,protein_coding
contig008,exon,152015,152572,-,JX73_01075,protein_coding
contig008,CDS,152018,152572,-,JX73_01075,protein_coding
contig008,start_codon,152570,152572,-,JX73_01075,protein_coding
contig008,stop_codon,152015,152017,-,JX73_01075,protein_coding
contig008,gene,152705,153469,+,JX73_01080,protein_coding
contig008,transcript,152705,153469,+,JX73_01080,protein_coding
contig008,exon,152705,153469,+,JX73_01080,protein_coding
contig008,CDS,152705,153466,+,JX73_01080,protein_coding
contig008,start_codon,152705,152707,+,JX73_01080,protein_coding
contig008,stop_codon,153467,153469,+,JX73_01080,protein_coding
contig008,gene,153528,154658,-,JX73_01085,protein_coding
contig008,transcript,153528,154658,-,JX73_01085,protein_coding
contig008,exon,153528,154658,-,JX73_01085,protein_coding
contig008,CDS,153531,154658,-,JX73_01085,protein_coding
contig008,start_codon,154656,154658,-,JX73_01085,protein_coding
contig008,stop_codon,153528,153530,-,JX73_01085,protein_coding
contig008,gene,154646,154837,-,JX73_01090,protein_coding
contig008,transcript,154646,154837,-,JX73_01090,protein_coding
contig008,exon,154646,154837,-,JX73_01090,protein_coding
contig008,CDS,154649,154837,-,JX73_01090,protein_coding
contig008,start_codon,154835,154837,-,JX73_01090,protein_coding
contig008,stop_codon,154646,154648,-,JX73_01090,protein_coding
contig008,gene,154928,155275,-,JX73_01095,protein_coding
contig008,transcript,154928,155275,-,JX73_01095,protein_coding
contig008,exon,154928,155275,-,JX73_01095,protein_coding
contig008,CDS,154931,155275,-,JX73_01095,protein_coding
contig008,start_codon,155273,155275,-,JX73_01095,protein_coding
contig008,stop_codon,154928,154930,-,JX73_01095,protein_coding
contig008,gene,155416,155964,-,JX73_01100,protein_coding
contig008,transcript,155416,155964,-,JX73_01100,protein_coding
contig008,exon,155416,155964,-,JX73_01100,protein_coding
contig008,CDS,155419,155964,-,JX73_01100,protein_coding
contig008,start_codon,155962,155964,-,JX73_01100,protein_coding
contig008,stop_codon,155416,155418,-,JX73_01100,protein_coding
contig008,gene,156093,156713,+,JX73_01105,protein_coding
contig008,transcript,156093,156713,+,JX73_01105,protein_coding
contig008,exon,156093,156713,+,JX73_01105,protein_coding
contig008,CDS,156093,156710,+,JX73_01105,protein_coding
contig008,start_codon,156093,156095,+,JX73_01105,protein_coding
contig008,stop_codon,156711,156713,+,JX73_01105,protein_coding
contig008,gene,156688,157641,+,JX73_01110,protein_coding
contig008,transcript,156688,157641,+,JX73_01110,protein_coding
contig008,exon,156688,157641,+,JX73_01110,protein_coding
contig008,CDS,156688,157638,+,JX73_01110,protein_coding
contig008,start_codon,156688,156690,+,JX73_01110,protein_coding
contig008,stop_codon,157639,157641,+,JX73_01110,protein_coding
contig008,gene,157701,160397,+,JX73_01115,protein_coding
contig008,transcript,157701,160397,+,JX73_01115,protein_coding
contig008,exon,157701,160397,+,JX73_01115,protein_coding
contig008,CDS,157701,160394,+,JX73_01115,protein_coding
contig008,start_codon,157701,157703,+,JX73_01115,protein_coding
contig008,stop_codon,160395,160397,+,JX73_01115,protein_coding
contig008,gene,160412,161689,+,JX73_01120,protein_coding
contig008,transcript,160412,161689,+,JX73_01120,protein_coding
contig008,exon,160412,161689,+,JX73_01120,protein_coding
contig008,CDS,160412,161686,+,JX73_01120,protein_coding
contig008,start_codon,160412,160414,+,JX73_01120,protein_coding
contig008,stop_codon,161687,161689,+,JX73_01120,protein_coding
contig008,gene,161673,163367,+,JX73_01125,protein_coding
contig008,transcript,161673,163367,+,JX73_01125,protein_coding
contig008,exon,161673,163367,+,JX73_01125,protein_coding
contig008,CDS,161673,163364,+,JX73_01125,protein_coding
contig008,start_codon,161673,161675,+,JX73_01125,protein_coding
contig008,stop_codon,163365,163367,+,JX73_01125,protein_coding
contig008,gene,163459,163710,+,JX73_01130,protein_coding
contig008,transcript,163459,163710,+,JX73_01130,protein_coding
contig008,exon,163459,163710,+,JX73_01130,protein_coding
contig008,CDS,163459,163707,+,JX73_01130,protein_coding
contig008,start_codon,163459,163461,+,JX73_01130,protein_coding
contig008,stop_codon,163708,163710,+,JX73_01130,protein_coding
contig008,gene,163726,165879,+,JX73_01135,protein_coding
contig008,transcript,163726,165879,+,JX73_01135,protein_coding
contig008,exon,163726,165879,+,JX73_01135,protein_coding
contig008,CDS,163726,165876,+,JX73_01135,protein_coding
contig008,start_codon,163726,163728,+,JX73_01135,protein_coding
contig008,stop_codon,165877,165879,+,JX73_01135,protein_coding
contig008,gene,165948,166379,+,JX73_01140,protein_coding
contig008,transcript,165948,166379,+,JX73_01140,protein_coding
contig008,exon,165948,166379,+,JX73_01140,protein_coding
contig008,CDS,165948,166376,+,JX73_01140,protein_coding
contig008,start_codon,165948,165950,+,JX73_01140,protein_coding
contig008,stop_codon,166377,166379,+,JX73_01140,protein_coding
contig008,gene,167144,168022,+,JX73_01155,protein_coding
contig008,transcript,167144,168022,+,JX73_01155,protein_coding
contig008,exon,167144,168022,+,JX73_01155,protein_coding
contig008,CDS,167144,168019,+,JX73_01155,protein_coding
contig008,start_codon,167144,167146,+,JX73_01155,protein_coding
contig008,stop_codon,168020,168022,+,JX73_01155,protein_coding
contig008,gene,168121,168780,+,JX73_01160,protein_coding
contig008,transcript,168121,168780,+,JX73_01160,protein_coding
contig008,exon,168121,168780,+,JX73_01160,protein_coding
contig008,CDS,168121,168777,+,JX73_01160,protein_coding
contig008,start_codon,168121,168123,+,JX73_01160,protein_coding
contig008,stop_codon,168778,168780,+,JX73_01160,protein_coding
contig008,gene,168768,169334,+,JX73_01165,protein_coding
contig008,transcript,168768,169334,+,JX73_01165,protein_coding
contig008,exon,168768,169334,+,JX73_01165,protein_coding
contig008,CDS,168768,169331,+,JX73_01165,protein_coding
contig008,start_codon,168768,168770,+,JX73_01165,protein_coding
contig008,stop_codon,169332,169334,+,JX73_01165,protein_coding
contig008,gene,169345,170127,+,JX73_01170,protein_coding
contig008,transcript,169345,170127,+,JX73_01170,protein_coding
contig008,exon,169345,170127,+,JX73_01170,protein_coding
contig008,CDS,169345,170124,+,JX73_01170,protein_coding
contig008,start_codon,169345,169347,+,JX73_01170,protein_coding
contig008,stop_codon,170125,170127,+,JX73_01170,protein_coding
contig008,gene,170276,170644,+,JX73_01175,protein_coding
contig008,transcript,170276,170644,+,JX73_01175,protein_coding
contig008,exon,170276,170644,+,JX73_01175,protein_coding
contig008,CDS,170276,170641,+,JX73_01175,protein_coding
contig008,start_codon,170276,170278,+,JX73_01175,protein_coding
contig008,stop_codon,170642,170644,+,JX73_01175,protein_coding
contig008,gene,170845,171642,+,JX73_01180,protein_coding
contig008,transcript,170845,171642,+,JX73_01180,protein_coding
contig008,exon,170845,171642,+,JX73_01180,protein_coding
contig008,CDS,170845,171639,+,JX73_01180,protein_coding
contig008,start_codon,170845,170847,+,JX73_01180,protein_coding
contig008,stop_codon,171640,171642,+,JX73_01180,protein_coding
contig008,gene,171633,172670,+,JX73_01185,protein_coding
contig008,transcript,171633,172670,+,JX73_01185,protein_coding
contig008,exon,171633,172670,+,JX73_01185,protein_coding
contig008,CDS,171633,172667,+,JX73_01185,protein_coding
contig008,start_codon,171633,171635,+,JX73_01185,protein_coding
contig008,stop_codon,172668,172670,+,JX73_01185,protein_coding
contig008,gene,172663,173610,+,JX73_01190,protein_coding
contig008,transcript,172663,173610,+,JX73_01190,protein_coding
contig008,exon,172663,173610,+,JX73_01190,protein_coding
contig008,CDS,172663,173607,+,JX73_01190,protein_coding
contig008,start_codon,172663,172665,+,JX73_01190,protein_coding
contig008,stop_codon,173608,173610,+,JX73_01190,protein_coding
contig008,gene,173612,175618,+,JX73_01195,protein_coding
contig008,transcript,173612,175618,+,JX73_01195,protein_coding
contig008,exon,173612,175618,+,JX73_01195,protein_coding
contig008,CDS,173612,175615,+,JX73_01195,protein_coding
contig008,start_codon,173612,173614,+,JX73_01195,protein_coding
contig008,stop_codon,175616,175618,+,JX73_01195,protein_coding
contig008,gene,175595,176962,-,JX73_01200,protein_coding
contig008,transcript,175595,176962,-,JX73_01200,protein_coding
contig008,exon,175595,176962,-,JX73_01200,protein_coding
contig008,CDS,175598,176962,-,JX73_01200,protein_coding
contig008,start_codon,176960,176962,-,JX73_01200,protein_coding
contig008,stop_codon,175595,175597,-,JX73_01200,protein_coding
contig008,gene,176887,177399,-,JX73_01205,protein_coding
contig008,transcript,176887,177399,-,JX73_01205,protein_coding
contig008,exon,176887,177399,-,JX73_01205,protein_coding
contig008,CDS,176890,177399,-,JX73_01205,protein_coding
contig008,start_codon,177397,177399,-,JX73_01205,protein_coding
contig008,stop_codon,176887,176889,-,JX73_01205,protein_coding
contig008,gene,177519,178250,-,JX73_01210,protein_coding
contig008,transcript,177519,178250,-,JX73_01210,protein_coding
contig008,exon,177519,178250,-,JX73_01210,protein_coding
contig008,CDS,177522,178250,-,JX73_01210,protein_coding
contig008,start_codon,178248,178250,-,JX73_01210,protein_coding
contig008,stop_codon,177519,177521,-,JX73_01210,protein_coding
contig008,gene,178335,179297,+,JX73_01215,protein_coding
contig008,transcript,178335,179297,+,JX73_01215,protein_coding
contig008,exon,178335,179297,+,JX73_01215,protein_coding
contig008,CDS,178335,179294,+,JX73_01215,protein_coding
contig008,start_codon,178335,178337,+,JX73_01215,protein_coding
contig008,stop_codon,179295,179297,+,JX73_01215,protein_coding
contig008,gene,179308,180789,+,JX73_01220,protein_coding
contig008,transcript,179308,180789,+,JX73_01220,protein_coding
contig008,exon,179308,180789,+,JX73_01220,protein_coding
contig008,CDS,179308,180786,+,JX73_01220,protein_coding
contig008,start_codon,179308,179310,+,JX73_01220,protein_coding
contig008,stop_codon,180787,180789,+,JX73_01220,protein_coding
contig008,gene,180841,181410,+,JX73_01225,protein_coding
contig008,transcript,180841,181410,+,JX73_01225,protein_coding
contig008,exon,180841,181410,+,JX73_01225,protein_coding
contig008,CDS,180841,181407,+,JX73_01225,protein_coding
contig008,start_codon,180841,180843,+,JX73_01225,protein_coding
contig008,stop_codon,181408,181410,+,JX73_01225,protein_coding
contig008,gene,181400,182173,+,JX73_01230,protein_coding
contig008,transcript,181400,182173,+,JX73_01230,protein_coding
contig008,exon,181400,182173,+,JX73_01230,protein_coding
contig008,CDS,181400,182170,+,JX73_01230,protein_coding
contig008,start_codon,181400,181402,+,JX73_01230,protein_coding
contig008,stop_codon,182171,182173,+,JX73_01230,protein_coding
contig008,gene,182329,184062,+,JX73_01235,protein_coding
contig008,transcript,182329,184062,+,JX73_01235,protein_coding
contig008,exon,182329,184062,+,JX73_01235,protein_coding
contig008,CDS,182329,184059,+,JX73_01235,protein_coding
contig008,start_codon,182329,182331,+,JX73_01235,protein_coding
contig008,stop_codon,184060,184062,+,JX73_01235,protein_coding
contig008,gene,184602,184754,+,JX73_01240,protein_coding
contig008,transcript,184602,184754,+,JX73_01240,protein_coding
contig008,exon,184602,184754,+,JX73_01240,protein_coding
contig008,CDS,184602,184751,+,JX73_01240,protein_coding
contig008,start_codon,184602,184604,+,JX73_01240,protein_coding
contig008,stop_codon,184752,184754,+,JX73_01240,protein_coding
contig008,gene,184801,185847,+,JX73_01245,protein_coding
contig008,transcript,184801,185847,+,JX73_01245,protein_coding
contig008,exon,184801,185847,+,JX73_01245,protein_coding
contig008,CDS,184801,185844,+,JX73_01245,protein_coding
contig008,start_codon,184801,184803,+,JX73_01245,protein_coding
contig008,stop_codon,185845,185847,+,JX73_01245,protein_coding
contig008,gene,185962,186720,+,JX73_01250,protein_coding
contig008,transcript,185962,186720,+,JX73_01250,protein_coding
contig008,exon,185962,186720,+,JX73_01250,protein_coding
contig008,CDS,185962,186717,+,JX73_01250,protein_coding
contig008,start_codon,185962,185964,+,JX73_01250,protein_coding
contig008,stop_codon,186718,186720,+,JX73_01250,protein_coding
contig008,gene,186712,187563,-,JX73_01255,protein_coding
contig008,transcript,186712,187563,-,JX73_01255,protein_coding
contig008,exon,186712,187563,-,JX73_01255,protein_coding
contig008,CDS,186715,187563,-,JX73_01255,protein_coding
contig008,start_codon,187561,187563,-,JX73_01255,protein_coding
contig008,stop_codon,186712,186714,-,JX73_01255,protein_coding
contig008,gene,187731,189347,-,JX73_01260,protein_coding
contig008,transcript,187731,189347,-,JX73_01260,protein_coding
contig008,exon,187731,189347,-,JX73_01260,protein_coding
contig008,CDS,187734,189347,-,JX73_01260,protein_coding
contig008,start_codon,189345,189347,-,JX73_01260,protein_coding
contig008,stop_codon,187731,187733,-,JX73_01260,protein_coding
contig008,gene,189350,191209,-,JX73_01265,protein_coding
contig008,transcript,189350,191209,-,JX73_01265,protein_coding
contig008,exon,189350,191209,-,JX73_01265,protein_coding
contig008,CDS,189353,191209,-,JX73_01265,protein_coding
contig008,start_codon,191207,191209,-,JX73_01265,protein_coding
contig008,stop_codon,189350,189352,-,JX73_01265,protein_coding
contig008,gene,191220,192596,-,JX73_01270,protein_coding
contig008,transcript,191220,192596,-,JX73_01270,protein_coding
contig008,exon,191220,192596,-,JX73_01270,protein_coding
contig008,CDS,191223,192596,-,JX73_01270,protein_coding
contig008,start_codon,192594,192596,-,JX73_01270,protein_coding
contig008,stop_codon,191220,191222,-,JX73_01270,protein_coding
contig008,gene,192741,194069,+,JX73_01275,protein_coding
contig008,transcript,192741,194069,+,JX73_01275,protein_coding
contig008,exon,192741,194069,+,JX73_01275,protein_coding
contig008,CDS,192741,194066,+,JX73_01275,protein_coding
contig008,start_codon,192741,192743,+,JX73_01275,protein_coding
contig008,stop_codon,194067,194069,+,JX73_01275,protein_coding
contig008,gene,194189,196324,-,JX73_01280,protein_coding
contig008,transcript,194189,196324,-,JX73_01280,protein_coding
contig008,exon,194189,196324,-,JX73_01280,protein_coding
contig008,CDS,194192,196324,-,JX73_01280,protein_coding
contig008,start_codon,196322,196324,-,JX73_01280,protein_coding
contig008,stop_codon,194189,194191,-,JX73_01280,protein_coding
contig008,gene,196317,197168,-,JX73_01285,protein_coding
contig008,transcript,196317,197168,-,JX73_01285,protein_coding
contig008,exon,196317,197168,-,JX73_01285,protein_coding
contig008,CDS,196320,197168,-,JX73_01285,protein_coding
contig008,start_codon,197166,197168,-,JX73_01285,protein_coding
contig008,stop_codon,196317,196319,-,JX73_01285,protein_coding
contig008,gene,197174,197704,-,JX73_01290,protein_coding
contig008,transcript,197174,197704,-,JX73_01290,protein_coding
contig008,exon,197174,197704,-,JX73_01290,protein_coding
contig008,CDS,197177,197704,-,JX73_01290,protein_coding
contig008,start_codon,197702,197704,-,JX73_01290,protein_coding
contig008,stop_codon,197174,197176,-,JX73_01290,protein_coding
contig008,gene,197972,198238,-,JX73_01295,protein_coding
contig008,transcript,197972,198238,-,JX73_01295,protein_coding
contig008,exon,197972,198238,-,JX73_01295,protein_coding
contig008,CDS,197975,198238,-,JX73_01295,protein_coding
contig008,start_codon,198236,198238,-,JX73_01295,protein_coding
contig008,stop_codon,197972,197974,-,JX73_01295,protein_coding
contig008,gene,198361,198437,-,JX73_01300,tRNA
contig008,transcript,198361,198437,-,JX73_01300,tRNA
contig008,exon,198361,198437,-,JX73_01300,tRNA
contig008,gene,198486,198884,-,JX73_01305,protein_coding
contig008,transcript,198486,198884,-,JX73_01305,protein_coding
contig008,exon,198486,198884,-,JX73_01305,protein_coding
contig008,CDS,198489,198884,-,JX73_01305,protein_coding
contig008,start_codon,198882,198884,-,JX73_01305,protein_coding
contig008,stop_codon,198486,198488,-,JX73_01305,protein_coding
contig008,gene,198887,199321,-,JX73_01310,protein_coding
contig008,transcript,198887,199321,-,JX73_01310,protein_coding
contig008,exon,198887,199321,-,JX73_01310,protein_coding
contig008,CDS,198890,199321,-,JX73_01310,protein_coding
contig008,start_codon,199319,199321,-,JX73_01310,protein_coding
contig008,stop_codon,198887,198889,-,JX73_01310,protein_coding
contig008,gene,199434,200096,-,JX73_01315,protein_coding
contig008,transcript,199434,200096,-,JX73_01315,protein_coding
contig008,exon,199434,200096,-,JX73_01315,protein_coding
contig008,CDS,199437,200096,-,JX73_01315,protein_coding
contig008,start_codon,200094,200096,-,JX73_01315,protein_coding
contig008,stop_codon,199434,199436,-,JX73_01315,protein_coding
contig008,gene,200240,200950,-,JX73_01320,protein_coding
contig008,transcript,200240,200950,-,JX73_01320,protein_coding
contig008,exon,200240,200950,-,JX73_01320,protein_coding
contig008,CDS,200243,200950,-,JX73_01320,protein_coding
contig008,start_codon,200948,200950,-,JX73_01320,protein_coding
contig008,stop_codon,200240,200242,-,JX73_01320,protein_coding
contig008,gene,201212,202357,-,JX73_01325,protein_coding
contig008,transcript,201212,202357,-,JX73_01325,protein_coding
contig008,exon,201212,202357,-,JX73_01325,protein_coding
contig008,CDS,201215,202357,-,JX73_01325,protein_coding
contig008,start_codon,202355,202357,-,JX73_01325,protein_coding
contig008,stop_codon,201212,201214,-,JX73_01325,protein_coding
contig008,gene,202365,203432,-,JX73_01330,protein_coding
contig008,transcript,202365,203432,-,JX73_01330,protein_coding
contig008,exon,202365,203432,-,JX73_01330,protein_coding
contig008,CDS,202368,203432,-,JX73_01330,protein_coding
contig008,start_codon,203430,203432,-,JX73_01330,protein_coding
contig008,stop_codon,202365,202367,-,JX73_01330,protein_coding
contig008,gene,203437,204339,-,JX73_01335,protein_coding
contig008,transcript,203437,204339,-,JX73_01335,protein_coding
contig008,exon,203437,204339,-,JX73_01335,protein_coding
contig008,CDS,203440,204339,-,JX73_01335,protein_coding
contig008,start_codon,204337,204339,-,JX73_01335,protein_coding
contig008,stop_codon,203437,203439,-,JX73_01335,protein_coding
